"","pollster","date_start","date_median","date_end","mode","sample_size","sample_space","percent_biden","percent_trump","state_abb","state_full"
"2094","Quinnipiac University",2020-08-28,2020-08-30,2020-09-01,"Live Phone",1107,"LV",52,44,"PA","Pennsylvania"
"2095","Susquehanna Polling & Research Inc.",2020-08-26,2020-08-30,2020-09-04,"Live Phone",498,"LV",44,42,"PA","Pennsylvania"
"2096","Redfield & Wilton Strategies",2020-08-30,2020-09-01,2020-09-03,"Internet",1053,"LV",48,43,"PA","Pennsylvania"
"2097","Benenson Strategy Group/GS Strategy Group",2020-08-28,2020-09-02,2020-09-08,"Internet",1600,"LV",49,46,"PA","Pennsylvania"
"2098","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",2227,"LV",50,45,"PA","Pennsylvania"
"2099","Marist College",2020-08-31,2020-09-03,2020-09-07,"Live Phone",771,"LV",53,44,"PA","Pennsylvania"
"2100","TargetSmart",2020-09-03,2020-09-04,2020-09-06,"Internet/Live Phone",835,"LV",51,44,"PA","Pennsylvania"
"2101","Change Research",2020-09-04,2020-09-05,2020-09-06,"Internet",829,"LV",50,46,"PA","Pennsylvania"
"2102","Climate Nexus",2020-09-08,2020-09-09,2020-09-11,"Internet",659,"RV",48,43,"PA","Pennsylvania"
"2103","SurveyMonkey",2020-09-01,2020-09-11,2020-09-21,"Internet",2714,"RV",52,45,"PA","Pennsylvania"
"2104","Civiqs",2020-09-11,2020-09-13,2020-09-15,"Internet",549,"RV",52,45,"PA","Pennsylvania"
"2105","Redfield & Wilton Strategies",2020-09-12,2020-09-13,2020-09-14,"Internet",1036,"LV",49,44,"PA","Pennsylvania"
"2106","Ipsos",2020-09-11,2020-09-13,2020-09-16,"Internet",611,"LV",49,46,"PA","Pennsylvania"
"2107","Baldwin Wallace University (Great Lakes Poll)",2020-09-08,2020-09-15,2020-09-22,"Internet",1012,"LV",47,45,"PA","Pennsylvania"
"2108","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",4613,"LV",52,46,"PA","Pennsylvania"
"2109","YouGov",2020-09-10,2020-09-15,2020-09-21,"Internet",642,"LV",49,45,"PA","Pennsylvania"
"2110","CPEC",2020-09-15,2020-09-16,2020-09-17,"IVR",820,"LV",50,45,"PA","Pennsylvania"
"2111","Trafalgar Group",2020-09-15,2020-09-16,2020-09-17,"IVR",1006,"LV",47,45,"PA","Pennsylvania"
"2112","Franklin & Marshall College",2020-09-14,2020-09-17,2020-09-20,"Internet/Live Phone",480,"LV",48,42,"PA","Pennsylvania"
"2113","Hart Research Associates",2020-09-17,2020-09-18,2020-09-19,"Internet",400,"LV",53,42,"PA","Pennsylvania"
"2114","Change Research",2020-09-18,2020-09-19,2020-09-20,"Internet",579,"LV",49,45,"PA","Pennsylvania"
"2115","Trafalgar Group",2020-09-18,2020-09-19,2020-09-21,"IVR",1006,"LV",48,46,"PA","Pennsylvania"
"2116","Fox News",2020-09-20,2020-09-21,2020-09-23,"Live Phone",856,"LV",51,44,"PA","Pennsylvania"
"2117","ABC News/The Washington Post",2020-09-21,2020-09-23,2020-09-26,"Live Phone",568,"LV",54,45,"PA","Pennsylvania"
"2118","Redfield & Wilton Strategies",2020-09-23,2020-09-24,2020-09-25,"Internet",1015,"LV",50,44,"PA","Pennsylvania"
"2119","TIPP",2020-09-24,2020-09-25,2020-09-26,"Live Phone",774,"LV",50,45,"PA","Pennsylvania"
"2120","Siena College/The New York Times Upshot",2020-09-25,2020-09-26,2020-09-27,"Live Phone",711,"LV",49,40,"PA","Pennsylvania"
"2121","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",6613,"LV",52,47,"PA","Pennsylvania"
"2122","Siena College/The New York Times Upshot",2020-09-30,2020-10-01,2020-10-02,"Live Phone",706,"LV",49,42,"PA","Pennsylvania"
"2123","YouGov",2020-09-30,2020-10-01,2020-10-02,"Internet",1187,"LV",51,44,"PA","Pennsylvania"
"2124","Ipsos",2020-09-29,2020-10-02,2020-10-05,"Internet",605,"LV",50,45,"PA","Pennsylvania"
"2125","Monmouth University",2020-09-30,2020-10-02,2020-10-04,"Live Phone",500,"LV",54,43,"PA","Pennsylvania"
"2126","Change Research",2020-10-02,2020-10-03,2020-10-04,"Internet",468,"LV",50,46,"PA","Pennsylvania"
"2127","Quinnipiac University",2020-10-01,2020-10-03,2020-10-05,"Live Phone",1211,"LV",54,41,"PA","Pennsylvania"
"2128","Baldwin Wallace University (Great Lakes Poll)",2020-09-30,2020-10-04,2020-10-08,"Internet",1140,"LV",50,45,"PA","Pennsylvania"
"2129","Emerson College",2020-10-04,2020-10-04,2020-10-05,"IVR/Internet",688,"LV",51,47,"PA","Pennsylvania"
"2130","Redfield & Wilton Strategies",2020-10-04,2020-10-05,2020-10-06,"Internet",927,"LV",49,42,"PA","Pennsylvania"
"2131","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",2610,"LV",52,44,"PA","Pennsylvania"
"2132","Whitman Insight Strategies",2020-10-05,2020-10-07,2020-10-09,"Internet",517,"LV",51,46,"PA","Pennsylvania"
"2133","Ipsos",2020-10-06,2020-10-08,2020-10-11,"Internet",622,"LV",51,44,"PA","Pennsylvania"
"2134","Civiqs",2020-10-08,2020-10-09,2020-10-11,"Internet",600,"LV",52,45,"PA","Pennsylvania"
"2135","Redfield & Wilton Strategies",2020-10-09,2020-10-09,2020-10-10,"Internet",1145,"LV",49,44,"PA","Pennsylvania"
"2136","RMG Research",2020-10-07,2020-10-09,2020-10-12,"IVR/Internet",800,"LV",49,43,"PA","Pennsylvania"
"2137","Trafalgar Group",2020-10-10,2020-10-11,2020-10-12,"IVR",1034,"LV",47,45,"PA","Pennsylvania"
"2138","Redfield & Wilton Strategies",2020-10-10,2020-10-11,2020-10-13,"Internet",1289,"LV",51,43,"PA","Pennsylvania"
"2139","InsiderAdvantage",2020-10-12,2020-10-12,2020-10-13,"IVR/Live Phone",400,"LV",46,43,"PA","Pennsylvania"
"2140","CCES/YouGov",2020-09-29,2020-10-13,2020-10-27,"Internet",2703,"LV",52,44,"PA","Pennsylvania"
"2141","HarrisX",2020-10-12,2020-10-13,2020-10-15,"Internet",992,"LV",51,46,"PA","Pennsylvania"
"2142","Trafalgar Group",2020-10-13,2020-10-14,2020-10-15,"IVR",1041,"LV",48,46,"PA","Pennsylvania"
"2143","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",2563,"LV",52,43,"PA","Pennsylvania"
"2144","Ipsos",2020-10-13,2020-10-16,2020-10-19,"Internet",653,"LV",49,45,"PA","Pennsylvania"
"2145","Muhlenberg College",2020-10-13,2020-10-16,2020-10-20,"Live Phone",416,"LV",51,44,"PA","Pennsylvania"
"2146","Suffolk University",2020-10-15,2020-10-17,2020-10-19,"Live Phone",500,"LV",49,42,"PA","Pennsylvania"
"2147","YouGov",2020-10-13,2020-10-17,2020-10-21,"Internet",669,"LV",52,44,"PA","Pennsylvania"
"2148","Change Research",2020-10-16,2020-10-17,2020-10-19,"Internet",574,"LV",49,47,"PA","Pennsylvania"
"2149","CNN/SSRS",2020-10-15,2020-10-17,2020-10-20,"Live Phone",843,"LV",53,43,"PA","Pennsylvania"
"2150","Quinnipiac University",2020-10-16,2020-10-17,2020-10-19,"Live Phone",1241,"LV",51,43,"PA","Pennsylvania"
"2151","Citizen Data",2020-10-17,2020-10-18,2020-10-20,"IVR/Internet",1000,"LV",44,39,"PA","Pennsylvania"
"2152","Fox News",2020-10-17,2020-10-18,2020-10-20,"Live Phone",1045,"LV",50,45,"PA","Pennsylvania"
"2153","Rasmussen Reports/Pulse Opinion Research",2020-10-18,2020-10-18,2020-10-19,"IVR/Internet",800,"LV",50,47,"PA","Pennsylvania"
"2154","Latino Decisions/North Star Opinion Research",2020-10-17,2020-10-21,2020-10-25,"Internet/Live Phone",723,"RV",50,45,"PA","Pennsylvania"
"2155","Public Policy Polling",2020-10-21,2020-10-21,2020-10-22,"IVR",890,"V",51,46,"PA","Pennsylvania"
"2156","Franklin & Marshall College",2020-10-19,2020-10-22,2020-10-25,"Internet/Live Phone",558,"LV",50,44,"PA","Pennsylvania"
"2157","Gravis Marketing",2020-10-23,2020-10-23,2020-10-23,"IVR/Internet",602,"LV",51,44,"PA","Pennsylvania"
"2158","Ipsos",2020-10-20,2020-10-23,2020-10-26,"Internet",655,"LV",50,45,"PA","Pennsylvania"
"2159","Civiqs",2020-10-23,2020-10-24,2020-10-26,"Internet",1145,"LV",52,45,"PA","Pennsylvania"
"2160","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",491,"RV",52,46,"PA","Pennsylvania"
"2161","Trafalgar Group",2020-10-24,2020-10-24,2020-10-25,"IVR",1076,"LV",48,48,"PA","Pennsylvania"
"2162","Wick",2020-10-24,2020-10-24,2020-10-25,"IVR",1000,"LV",47,49,"PA","Pennsylvania"
"2163","InsiderAdvantage",2020-10-25,2020-10-25,2020-10-25,"IVR/Live Phone",400,"LV",46,48,"PA","Pennsylvania"
"2164","Quinnipiac University",2020-10-23,2020-10-25,2020-10-27,"Live Phone",1324,"LV",51,44,"PA","Pennsylvania"
"2165","Muhlenberg College",2020-10-23,2020-10-25,2020-10-28,"Live Phone",419,"LV",49,44,"PA","Pennsylvania"
"2166","RMG Research",2020-10-25,2020-10-26,2020-10-27,"IVR/Internet",800,"LV",51,45,"PA","Pennsylvania"
"2167","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",5358,"LV",51,47,"PA","Pennsylvania"
"2168","ABC News/The Washington Post",2020-10-24,2020-10-26,2020-10-29,"Live Phone",810,"LV",51,44,"PA","Pennsylvania"
"2169","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",2686,"LV",52,43,"PA","Pennsylvania"
"2170","Harris Poll",2020-10-26,2020-10-27,2020-10-29,"Internet",901,"LV",51,46,"PA","Pennsylvania"
"2171","Redfield & Wilton Strategies",2020-10-26,2020-10-27,2020-10-29,"Internet",2125,"LV",50,45,"PA","Pennsylvania"
"2172","Targoz Market Research",2020-10-25,2020-10-27,2020-10-30,"Internet",998,"LV",56,42,"PA","Pennsylvania"
"2173","Public Policy Polling",2020-10-28,2020-10-28,2020-10-29,"IVR",1012,"V",52,45,"PA","Pennsylvania"
"2174","Siena College/The New York Times Upshot",2020-10-26,2020-10-28,2020-10-31,"Live Phone",1862,"LV",49,43,"PA","Pennsylvania"
"2175","AtlasIntel",2020-10-29,2020-10-29,2020-10-30,"Internet",672,"LV",49,50,"PA","Pennsylvania"
"2176","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",1417,"LV",52,45,"PA","Pennsylvania"
"2177","Emerson College",2020-10-29,2020-10-29,2020-10-30,"IVR/Internet",823,"LV",52,47,"PA","Pennsylvania"
"2178","Ipsos",2020-10-27,2020-10-29,2020-11-01,"Internet",673,"LV",52,46,"PA","Pennsylvania"
"2179","Monmouth University",2020-10-28,2020-10-30,2020-11-01,"Live Phone",502,"LV",51,44,"PA","Pennsylvania"
"2180","Swayable",2020-10-27,2020-10-30,2020-11-02,"Internet",1107,"LV",50,48,"PA","Pennsylvania"
"2181","Change Research",2020-10-29,2020-10-30,2020-11-01,"Internet",699,"LV",50,46,"PA","Pennsylvania"
"2182","Frederick Polls",2020-10-30,2020-10-30,2020-10-31,"Internet",879,"LV",52,48,"PA","Pennsylvania"
"2183","InsiderAdvantage",2020-10-30,2020-10-30,2020-10-31,"Internet",500,"LV",47,49,"PA","Pennsylvania"
"2184","Marist College",2020-10-29,2020-10-30,2020-11-01,"Live Phone",772,"LV",51,46,"PA","Pennsylvania"
"2185","Trafalgar Group",2020-10-30,2020-10-30,2020-10-31,"IVR",1062,"LV",46,48,"PA","Pennsylvania"
"2186","AYTM",2020-10-30,2020-10-31,2020-11-01,"Internet",340,"LV",51,49,"PA","Pennsylvania"
"2187","Rasmussen Reports/Pulse Opinion Research",2020-10-31,2020-10-31,2020-11-01,"IVR/Internet",800,"LV",50,47,"PA","Pennsylvania"
"2188","Research Co.",2020-10-31,2020-10-31,2020-11-01,"Internet",450,"LV",50,44,"PA","Pennsylvania"
"2189","Susquehanna Polling & Research Inc.",2020-11-01,2020-11-01,2020-11-02,"Internet",499,"LV",48,49,"PA","Pennsylvania"
"2190","Susquehanna Polling & Research Inc.",2020-11-01,2020-11-01,2020-11-02,"Live Phone",499,"LV",48,49,"PA","Pennsylvania"
"2191","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",176,"LV",60,40,"RI","Rhode Island"
"2192","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",253,"LV",60,39,"RI","Rhode Island"
"2193","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",208,"LV",57,41,"RI","Rhode Island"
"2194","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",351,"LV",62,38,"RI","Rhode Island"
"2195","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",488,"LV",67,32,"RI","Rhode Island"
"2196","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",517,"LV",62,36,"RI","Rhode Island"
"2197","Change Research",2019-06-11,2019-06-12,2019-06-14,"Internet",2312,"RV",38,54,"SC","South Carolina"
"2198","Emerson College",2020-02-28,2019-08-30,2019-03-02,"IVR/Internet",755,"RV",48,52,"SC","South Carolina"
"2199","East Carolina University",2020-01-31,2020-02-01,2020-02-02,"IVR/Internet",1756,"RV",40,52,"SC","South Carolina"
"2200","AtlasIntel",2020-02-25,2020-02-26,2020-02-28,"Internet",1100,"RV",42,48,"SC","South Carolina"
"2201","Civiqs",2020-05-23,2020-05-24,2020-05-26,"Internet",591,"RV",42,52,"SC","South Carolina"
"2202","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",863,"LV",47,52,"SC","South Carolina"
"2203","brilliant corners Research & Strategies",2020-07-13,2020-07-16,2020-07-19,"Live Phone",800,"LV",43,50,"SC","South Carolina"
"2204","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",1700,"LV",44,53,"SC","South Carolina"
"2205","Gravis Marketing",2020-07-17,2020-07-17,2020-07-17,"IVR/Internet",604,"LV",46,50,"SC","South Carolina"
"2206","ALG Research",2020-07-15,2020-07-17,2020-07-20,"Live Phone",591,"LV",45,50,"SC","South Carolina"
"2207","Morning Consult",2020-07-24,2020-07-28,2020-08-02,"Internet",741,"LV",44,49,"SC","South Carolina"
"2208","Quinnipiac University",2020-07-30,2020-08-01,2020-08-03,"Live Phone",914,"RV",42,47,"SC","South Carolina"
"2209","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",1326,"LV",45,53,"SC","South Carolina"
"2210","Quinnipiac University",2020-09-10,2020-09-12,2020-09-14,"Live Phone",969,"LV",45,51,"SC","South Carolina"
"2211","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",1833,"LV",45,53,"SC","South Carolina"
"2212","YouGov",2020-09-22,2020-09-23,2020-09-25,"Internet",1080,"LV",42,52,"SC","South Carolina"
"2213","Quinnipiac University",2020-09-23,2020-09-25,2020-09-27,"Live Phone",1123,"LV",47,48,"SC","South Carolina"
"2214","Data for Progress",2020-09-23,2020-09-25,2020-09-28,"Internet",824,"LV",45,50,"SC","South Carolina"
"2215","GBAO",2020-09-24,2020-09-26,2020-09-28,"Live Phone",800,"LV",44,49,"SC","South Carolina"
"2216","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",2816,"LV",44,53,"SC","South Carolina"
"2217","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",903,"LV",42,54,"SC","South Carolina"
"2218","Data for Progress",2020-10-08,2020-10-09,2020-10-11,"Internet",801,"LV",43,52,"SC","South Carolina"
"2219","Siena College/The New York Times Upshot",2020-10-09,2020-10-12,2020-10-15,"Live Phone",605,"LV",41,49,"SC","South Carolina"
"2220","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",926,"LV",45,51,"SC","South Carolina"
"2221","Data for Progress",2020-10-22,2020-10-24,2020-10-27,"Internet",1196,"LV",44,50,"SC","South Carolina"
"2222","East Carolina University",2020-10-24,2020-10-24,2020-10-25,"IVR/Internet",763,"LV",44,52,"SC","South Carolina"
"2223","Starboard Communications",2020-10-26,2020-10-26,2020-10-26,"IVR/Live Phone",800,"LV",44,51,"SC","South Carolina"
"2224","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",2266,"LV",43,55,"SC","South Carolina"
"2225","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",904,"LV",45,51,"SC","South Carolina"
"2226","Swayable",2020-10-23,2020-10-27,2020-11-01,"Internet",426,"LV",49,50,"SC","South Carolina"
"2227","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",880,"LV",44,53,"SC","South Carolina"
"2228","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",160,"LV",37,61,"SD","South Dakota"
"2229","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",396,"LV",35,63,"SD","South Dakota"
"2230","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",277,"LV",38,59,"SD","South Dakota"
"2231","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",354,"LV",41,58,"SD","South Dakota"
"2232","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",547,"LV",43,56,"SD","South Dakota"
"2233","Mason-Dixon Polling & Strategy",2020-10-19,2020-10-20,2020-10-21,"Live Phone",625,"LV",40,51,"SD","South Dakota"
"2234","Nielson Brothers Polling",2020-10-24,2020-10-26,2020-10-28,"IVR",484,"LV",40,55,"SD","South Dakota"
"2235","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",556,"LV",36,62,"SD","South Dakota"
"2236","Mason-Dixon Polling & Strategy",2020-01-28,2020-01-29,2020-01-30,"Live Phone",625,"RV",39,55,"TN","Tennessee"
"2237","East Tennessee State University",2020-04-22,2020-04-26,2020-05-01,"Live Phone",536,"LV",36,53,"TN","Tennessee"
"2238","SSRS",2020-05-05,2020-05-13,2020-05-22,"Live Phone",1000,"RV",42,51,"TN","Tennessee"
"2239","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",1092,"LV",37,61,"TN","Tennessee"
"2240","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",2481,"LV",38,61,"TN","Tennessee"
"2241","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",1796,"LV",40,59,"TN","Tennessee"
"2242","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",2329,"LV",41,58,"TN","Tennessee"
"2243","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",3171,"LV",40,58,"TN","Tennessee"
"2244","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",2943,"LV",45,54,"TN","Tennessee"
"2245","Swayable",2020-10-23,2020-10-27,2020-11-01,"Internet",485,"LV",41,58,"TN","Tennessee"
"2246","Public Policy Polling",2019-02-13,2019-02-13,2019-02-14,"IVR",743,"RV",46,49,"TX","Texas"
"2247","Quinnipiac University",2019-02-20,2019-02-22,2019-02-25,"Live Phone",1222,"RV",46,47,"TX","Texas"
"2248","Emerson College",2019-04-25,2019-04-26,2019-04-28,"IVR/Internet",799,"RV",51,50,"TX","Texas"
"2249","WPA Intelligence",2019-04-27,2019-04-28,2019-04-30,"Live Phone",200,"LV",42,49,"TX","Texas"
"2250","University of Texas at Tyler",2019-07-24,2019-07-25,2019-07-27,"Internet",1414,"RV",37,37,"TX","Texas"
"2251","Emerson College",2019-08-01,2019-08-02,2019-08-03,"IVR/Internet",1033,"RV",51,49,"TX","Texas"
"2252","University of Texas at Tyler",2019-08-01,2019-08-02,2019-08-04,"Internet",1261,"RV",41,37,"TX","Texas"
"2253","Climate Nexus",2019-08-20,2019-08-22,2019-08-25,"Internet",1660,"RV",43,43,"TX","Texas"
"2254","AtlasIntel",2020-02-24,2019-08-28,2019-03-02,"Internet",1100,"RV",43,47,"TX","Texas"
"2255","Latino Decisions/North Star Opinion Research",2019-08-31,2019-09-03,2019-09-06,"Internet/Live Phone",1004,"RV",47,43,"TX","Texas"
"2256","University of Texas at Tyler",2019-09-13,2019-09-14,2019-09-15,"Internet",1199,"RV",40,38,"TX","Texas"
"2257","YouGov",2019-10-18,2019-10-22,2019-10-27,"Internet",1200,"RV",39,46,"TX","Texas"
"2258","University of Texas at Tyler",2019-11-05,2019-11-09,2019-11-14,"Internet/Live Phone",1093,"RV",39,45,"TX","Texas"
"2259","Beacon Research",2019-11-09,2019-11-15,2019-11-21,"Internet/Live Phone",1000,"RV",44,45,"TX","Texas"
"2260","Quinnipiac University",2020-05-29,2019-12-01,2019-06-04,"Live Phone",1159,"RV",48,44,"TX","Texas"
"2261","CNN/SSRS",2019-12-04,2019-12-06,2019-12-09,"Live Phone",1003,"RV",47,48,"TX","Texas"
"2262","Texas Lyceum",2020-01-10,2020-01-14,2020-01-19,"Internet/Live Phone",520,"LV",46,51,"TX","Texas"
"2263","Data for Progress",2020-01-16,2020-01-18,2020-01-21,"Internet",1486,"LV",40,54,"TX","Texas"
"2264","University of Texas at Tyler",2020-01-21,2020-01-25,2020-01-30,"Internet/Live Phone",915,"LV",44,46,"TX","Texas"
"2265","University of Texas at Tyler",2020-01-21,2020-01-25,2020-01-30,"Internet/Live Phone",1169,"RV",42,44,"TX","Texas"
"2266","YouGov",2020-01-31,2020-02-04,2020-02-09,"Internet",1200,"RV",43,47,"TX","Texas"
"2267","University of Texas at Tyler",2020-02-17,2020-02-21,2020-02-26,"Internet/Live Phone",1221,"RV",44,45,"TX","Texas"
"2268","Latino Decisions",2020-02-21,2020-02-23,2020-02-26,"Internet/Live Phone",1004,"RV",43,46,"TX","Texas"
"2269","CNN/SSRS",2020-02-22,2020-02-24,2020-02-26,"Live Phone",1003,"RV",48,47,"TX","Texas"
"2270","Marist College",2020-02-23,2020-02-25,2020-02-27,"Live Phone",2409,"RV",45,49,"TX","Texas"
"2271","YouGov",2020-04-10,2020-04-14,2020-04-19,"Internet",1200,"RV",44,49,"TX","Texas"
"2272","University of Texas at Tyler",2020-04-18,2020-04-22,2020-04-27,"Internet/Live Phone",1183,"RV",43,43,"TX","Texas"
"2273","Public Policy Polling",2020-04-27,2020-04-27,2020-04-28,"IVR",1032,"V",47,46,"TX","Texas"
"2274","Emerson College",2020-05-08,2020-05-09,2020-05-10,"IVR/Internet",800,"RV",48,52,"TX","Texas"
"2275","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",2551,"LV",43,50,"TX","Texas"
"2276","Quinnipiac University",2020-05-28,2020-05-30,2020-06-01,"Live Phone",1166,"RV",43,44,"TX","Texas"
"2277","Public Policy Polling",2020-06-03,2020-06-03,2020-06-04,"IVR",682,"V",48,48,"TX","Texas"
"2278","Public Policy Polling",2020-06-18,2020-06-18,2020-06-19,"IVR",907,"V",46,48,"TX","Texas"
"2279","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",6669,"LV",46,51,"TX","Texas"
"2280","Fox News",2020-06-20,2020-06-21,2020-06-23,"Live Phone",1001,"RV",45,44,"TX","Texas"
"2281","YouGov",2020-06-19,2020-06-24,2020-06-29,"Internet",1200,"RV",44,48,"TX","Texas"
"2282","Public Policy Polling",2020-06-24,2020-06-24,2020-06-25,"IVR",729,"V",48,46,"TX","Texas"
"2283","University of Texas at Tyler",2020-06-29,2020-07-03,2020-07-07,"IVR/Internet",1677,"LV",48,43,"TX","Texas"
"2284","Gravis Marketing",2020-07-07,2020-07-07,2020-07-07,"IVR/Internet",591,"LV",44,46,"TX","Texas"
"2285","CBS/YouGov",2020-07-07,2020-07-08,2020-07-10,"Internet",1185,"LV",45,46,"TX","Texas"
"2286","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",13721,"LV",46,52,"TX","Texas"
"2287","Quinnipiac University",2020-07-16,2020-07-18,2020-07-20,"Live Phone",880,"RV",45,44,"TX","Texas"
"2288","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",2685,"LV",47,45,"TX","Texas"
"2289","Morning Consult",2020-07-24,2020-07-28,2020-08-02,"Internet",2576,"LV",47,46,"TX","Texas"
"2290","Trafalgar Group",2020-08-01,2020-08-03,2020-08-05,"IVR",1015,"LV",43,49,"TX","Texas"
"2291","YouGov",2020-08-04,2020-08-08,2020-08-13,"Internet",846,"RV",41,48,"TX","Texas"
"2292","Morning Consult",2020-08-07,2020-08-11,2020-08-16,"Internet",2559,"LV",46,47,"TX","Texas"
"2293","Global Strategy Group",2020-08-11,2020-08-12,2020-08-13,"Internet/Live Phone",700,"LV",47,45,"TX","Texas"
"2294","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",12607,"LV",46,52,"TX","Texas"
"2295","Public Policy Polling",2020-08-21,2020-08-21,2020-08-22,"IVR",764,"V",48,47,"TX","Texas"
"2296","Data for Progress",2020-08-20,2020-08-22,2020-08-25,"Internet",2295,"LV",48,45,"TX","Texas"
"2297","The Tyson Group",2020-08-20,2020-08-22,2020-08-25,"Live Phone",906,"LV",48,44,"TX","Texas"
"2298","Morning Consult",2020-08-21,2020-08-25,2020-08-30,"Internet",2632,"LV",47,48,"TX","Texas"
"2299","University of Texas at Tyler",2020-08-28,2020-08-30,2020-09-02,"IVR/Internet",901,"LV",46,48,"TX","Texas"
"2300","Public Policy Polling",2020-09-01,2020-09-01,2020-09-02,"IVR",743,"V",47,48,"TX","Texas"
"2301","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",2829,"LV",46,46,"TX","Texas"
"2302","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",13395,"LV",46,52,"TX","Texas"
"2303","YouGov",2020-09-15,2020-09-16,2020-09-18,"Internet",1140,"LV",46,48,"TX","Texas"
"2304","Data for Progress",2020-09-15,2020-09-18,2020-09-22,"Internet",726,"LV",45,46,"TX","Texas"
"2305","Quinnipiac University",2020-09-17,2020-09-19,2020-09-21,"Live Phone",1078,"LV",45,50,"TX","Texas"
"2306","Siena College/The New York Times Upshot",2020-09-16,2020-09-19,2020-09-22,"Live Phone",653,"LV",43,46,"TX","Texas"
"2307","University of Massachusetts Lowell",2020-09-18,2020-09-21,2020-09-25,"Internet",882,"LV",46,50,"TX","Texas"
"2308","Hart Research Associates",2020-09-24,2020-09-25,2020-09-27,"Internet",400,"LV",47,49,"TX","Texas"
"2309","Public Policy Polling",2020-09-25,2020-09-25,2020-09-26,"IVR",612,"LV",48,48,"TX","Texas"
"2310","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",13198,"LV",47,50,"TX","Texas"
"2311","EMC Research",2020-09-27,2020-09-29,2020-10-02,"Internet",848,"LV",49,49,"TX","Texas"
"2312","YouGov",2020-09-25,2020-09-29,2020-10-04,"Internet",908,"LV",45,50,"TX","Texas"
"2313","Data for Progress",2020-09-30,2020-10-02,2020-10-05,"Internet",1949,"LV",47,45,"TX","Texas"
"2314","Civiqs",2020-10-03,2020-10-04,2020-10-06,"Internet",895,"LV",48,48,"TX","Texas"
"2315","Pulse Opinion Research",2020-10-05,2020-10-05,2020-10-06,"IVR/Internet",1000,"LV",44,51,"TX","Texas"
"2316","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",3455,"LV",47,49,"TX","Texas"
"2317","Public Policy Polling",2020-10-07,2020-10-07,2020-10-08,"IVR",612,"V",50,49,"TX","Texas"
"2318","CCES/YouGov",2020-09-29,2020-10-13,2020-10-27,"Internet",2947,"LV",47,49,"TX","Texas"
"2319","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",3347,"LV",48,47,"TX","Texas"
